offset,seed,n_estimators,avg_f1
0.6,1388,200,0.1459627555788349
0.6,1276,50,0.14587443608030332
0.6,1409,100,0.14575885531283642
0.6,1346,300,0.14562333781997036
0.6,1304,250,0.1454514659877507
0.6,1409,200,0.14535246362724658
0.6,1437,50,0.14523251430800335
0.6,1241,200,0.1451390973225149
0.6,1241,250,0.14504878882722708
0.6,1367,250,0.14504410834526577
0.6,1234,200,0.1449726387137573
0.6,1360,25,0.14473009302916828
0.6,1304,50,0.14406567035861456
0.6,1423,250,0.14390920563512338
0.6,1255,200,0.1436287936314373
0.6,1269,50,0.14320455692551737
0.6,1241,100,0.14306985525470353
0.6,1234,100,0.14292589454933574
0.6,1388,300,0.14225580605820948
0.6,1255,150,0.14211719890797667
0.6,1437,300,0.14201783021932107
0.6,1402,200,0.14196574234145626
0.6,1367,200,0.14175307021074082
0.6,1304,150,0.14169866957776364
0.6,1437,25,0.14153802007734356
0.6,1374,250,0.14152414421449955
0.6,1297,50,0.14148216421303664
0.6,1388,100,0.14131962177844545
0.6,1255,250,0.14049594230022763
0.6,1248,25,0.14047853076492714
0.6,1437,100,0.14036472570730066
0.6,1304,300,0.14030743431669834
0.6,1402,300,0.1401082749036204
0.6,1381,150,0.13959015463089433
0.6,1290,150,0.13945113223954916
0.6,1360,200,0.13943547458425745
0.6,1234,150,0.1393346389952838
0.6,1269,150,0.13839966462342593
0.6,1388,250,0.13838771065083216
0.6,1409,300,0.138360583915125
0.6,1269,300,0.13834641548927262
0.6,1409,250,0.1381005774149625
0.6,1269,100,0.13773834640067484
0.6,1297,100,0.1375096927233398
0.6,1255,300,0.13652183492710074
0.6,1297,300,0.13635419151719128
0.6,1262,250,0.1362863318150979
0.6,1437,250,0.1362578269860418
0.6,1269,250,0.13623428590367398
0.6,1269,200,0.13621482747083954
0.6,1374,300,0.13613902853988652
0.6,1374,200,0.13560793772680768
0.6,1262,50,0.13528919742559115
0.6,1437,200,0.13483924610356332
0.6,1437,150,0.13482423769910098
0.6,1346,250,0.1346700927181482
0.6,1311,100,0.13465424977593352
0.6,1297,250,0.1345593322283067
0.6,1360,300,0.13417352068466612
0.6,1311,200,0.13405200783075527
0.6,1360,100,0.1338852178230999
0.6,1360,150,0.1325551363394739
0.6,1311,150,0.13245259571774498
0.6,1311,300,0.13237961857409833
0.6,1360,250,0.1321458646628282
0.6,1241,50,0.131841620360761
0.6,1248,100,0.1317057405024435
0.6,1339,50,0.13167907156205388
0.6,1248,300,0.13097452766090434
0.6,1248,250,0.13087232960747133
0.6,1248,150,0.1308112158127685
0.6,1297,200,0.13070425107060257
0.6,1381,50,0.13050214341695485
0.6,1339,200,0.12920465225131414
0.6,1360,50,0.12916219232768417
0.6,1402,250,0.12904230296029898
0.6,1346,200,0.12891216349778334
0.6,1297,150,0.12866428661668056
0.6,1374,25,0.12789735979976088
0.6,1374,150,0.12786604523691586
0.6,1374,100,0.1278410933211122
0.6,1339,150,0.1269930342447877
0.6,1262,200,0.12676025421782078
0.6,1346,50,0.12586705497588008
0.6,1402,25,0.12548280761579994
0.6,1248,200,0.1254020605404101
0.6,1311,250,0.12539235641742513
0.6,1311,50,0.125055184142469
0.6,1262,150,0.1250194726507479
0.6,1374,50,0.1233430587174031
0.6,1262,300,0.12325720502182155
0.6,1346,100,0.12309926816332901
0.6,1402,100,0.12306696684879777
0.6,1346,150,0.12278744983248749
0.6,1402,50,0.11988104618615296
0.6,1339,100,0.11940145973444735
0.6,1234,25,0.11826937830752667
0.6,1339,25,0.11659846868401003
0.6,1381,25,0.11580388047681119
0.6,1262,100,0.11334077226276204
0.6,1388,50,0.10569570210296635
0.6,1388,25,0.09728954920597344
0.7,1346,25,0.010695187165775402
0.7,1430,25,0.008613775065387968
0.7,1423,25,0.008613775065387968
0.7,1304,25,0.008613775065387968
0.7,1409,50,0.008579150135127365
0.7,1395,25,0.008545140885566417
0.7,1332,25,0.006463237430979367
0.7,1367,25,0.0064516129032258064
0.7,1409,25,0.0064516129032258064
0.7,1409,100,0.006440237028472323
0.7,1367,50,0.006440237028472323
0.7,1367,100,0.006440237028472323
0.7,1262,25,0.006440237028472323
0.7,1283,25,0.004324324324324324
0.7,1409,200,0.004312699796570765
0.7,1276,50,0.004312699796570765
0.7,1318,25,0.004312699796570765
0.7,1297,50,0.004312699796570765
0.7,1248,50,0.004312699796570765
0.7,1311,25,0.004312699796570765
0.7,1325,25,0.004312699796570765
0.7,1409,150,0.004312699796570765
0.7,1241,25,0.004301075268817204
0.7,1276,25,0.0042780748663101605
0.7,1353,50,0.0042780748663101605
0.7,1423,50,0.0042780748663101605
0.7,1395,50,0.0042780748663101605
0.7,1395,150,0.0042780748663101605
0.7,1423,100,0.0042780748663101605
0.7,1353,100,0.0042780748663101605
0.7,1395,250,0.0042780748663101605
0.7,1395,100,0.0042780748663101605
0.7,1395,200,0.0042780748663101605
0.7,1381,50,0.002162162162162162
0.7,1437,250,0.002162162162162162
0.7,1332,50,0.002162162162162162
0.7,1367,150,0.002162162162162162
0.7,1367,200,0.002162162162162162
0.7,1437,100,0.002162162162162162
0.7,1381,25,0.002162162162162162
0.7,1416,100,0.002162162162162162
0.7,1416,200,0.002162162162162162
0.7,1304,50,0.002162162162162162
0.7,1367,250,0.002162162162162162
0.7,1416,150,0.002162162162162162
0.7,1437,50,0.002162162162162162
0.7,1416,50,0.002162162162162162
0.7,1367,300,0.002162162162162162
0.7,1276,100,0.002162162162162162
0.7,1395,300,0.002150537634408602
0.7,1388,50,0.002150537634408602
0.7,1437,25,0.002150537634408602
0.7,1325,50,0.002150537634408602
0.7,1388,150,0.002150537634408602
0.7,1430,50,0.002150537634408602
0.7,1430,150,0.002150537634408602
0.7,1353,150,0.002150537634408602
0.7,1234,25,0.002150537634408602
0.7,1318,50,0.002150537634408602
0.7,1297,100,0.002150537634408602
0.7,1388,100,0.002150537634408602
0.7,1353,25,0.002150537634408602
0.7,1290,50,0.002150537634408602
0.7,1325,100,0.002150537634408602
0.7,1430,100,0.002150537634408602
0.7,1283,50,0.002150537634408602
0.7,1269,50,0.002150537634408602
0.7,1248,25,0.002150537634408602
1.0,1430,300,0.0
0.9,1248,25,0.0
0.8,1248,25,0.0
1.0,1241,25,0.0
1.0,1395,300,0.0
0.9,1395,300,0.0
0.8,1395,300,0.0
0.7,1381,150,0.0
1.0,1346,150,0.0
1.0,1360,150,0.0
0.9,1360,150,0.0
0.8,1360,150,0.0
0.7,1360,150,0.0
0.8,1409,300,0.0
0.7,1409,300,0.0
1.0,1402,300,0.0
0.9,1402,300,0.0
0.8,1402,300,0.0
0.7,1402,300,0.0
1.0,1367,50,0.0
0.8,1255,50,0.0
0.7,1255,50,0.0
1.0,1269,150,0.0
0.9,1269,150,0.0
0.7,1283,150,0.0
1.0,1276,150,0.0
0.9,1276,150,0.0
0.8,1276,150,0.0
0.7,1276,150,0.0
0.7,1311,200,0.0
1.0,1402,25,0.0
0.9,1402,25,0.0
0.8,1374,150,0.0
0.7,1374,150,0.0
1.0,1367,150,0.0
0.9,1367,150,0.0
0.8,1241,150,0.0
0.7,1241,150,0.0
1.0,1262,150,0.0
0.9,1262,150,0.0
0.8,1262,150,0.0
0.8,1318,200,0.0
0.7,1318,200,0.0
1.0,1311,200,0.0
0.8,1255,150,0.0
0.7,1255,150,0.0
1.0,1262,50,0.0
0.9,1262,50,0.0
0.8,1262,50,0.0
0.7,1262,50,0.0
1.0,1255,50,0.0
0.9,1255,50,0.0
0.9,1395,25,0.0
0.8,1395,25,0.0
1.0,1388,25,0.0
0.9,1388,25,0.0
0.8,1388,25,0.0
0.7,1388,25,0.0
1.0,1339,200,0.0
0.9,1311,200,0.0
0.8,1311,200,0.0
0.9,1339,200,0.0
0.8,1339,200,0.0
0.7,1339,200,0.0
1.0,1332,200,0.0
0.9,1332,200,0.0
0.8,1332,200,0.0
0.7,1332,200,0.0
0.7,1304,200,0.0
1.0,1297,200,0.0
0.9,1297,200,0.0
0.8,1297,200,0.0
1.0,1248,150,0.0
0.9,1248,150,0.0
0.8,1248,150,0.0
0.7,1248,150,0.0
1.0,1241,150,0.0
0.9,1241,150,0.0
0.7,1262,150,0.0
1.0,1255,150,0.0
0.9,1255,150,0.0
1.0,1325,200,0.0
0.9,1325,200,0.0
1.0,1395,25,0.0
1.0,1353,200,0.0
0.9,1353,200,0.0
0.8,1353,200,0.0
0.7,1353,200,0.0
1.0,1346,200,0.0
0.9,1346,200,0.0
0.8,1346,200,0.0
0.8,1402,25,0.0
0.7,1402,25,0.0
0.8,1325,200,0.0
0.7,1325,200,0.0
1.0,1318,200,0.0
0.9,1318,200,0.0
1.0,1304,200,0.0
0.9,1304,200,0.0
0.8,1304,200,0.0
0.7,1381,200,0.0
1.0,1374,200,0.0
0.9,1374,200,0.0
0.8,1374,200,0.0
0.7,1374,200,0.0
0.8,1388,200,0.0
0.7,1346,200,0.0
1.0,1367,200,0.0
0.9,1367,200,0.0
0.8,1367,200,0.0
1.0,1360,200,0.0
0.9,1360,200,0.0
0.8,1360,200,0.0
0.8,1276,50,0.0
1.0,1269,50,0.0
0.9,1269,50,0.0
0.9,1283,200,0.0
0.8,1283,200,0.0
0.7,1283,200,0.0
1.0,1297,150,0.0
0.9,1297,150,0.0
0.9,1234,150,0.0
0.8,1234,150,0.0
0.7,1234,150,0.0
1.0,1437,100,0.0
0.9,1437,100,0.0
0.8,1437,100,0.0
0.8,1269,50,0.0
0.7,1360,200,0.0
1.0,1381,200,0.0
0.9,1381,200,0.0
0.8,1381,200,0.0
0.9,1416,200,0.0
0.8,1416,200,0.0
0.7,1388,200,0.0
1.0,1381,25,0.0
0.9,1381,25,0.0
0.8,1381,25,0.0
1.0,1416,100,0.0
1.0,1234,150,0.0
0.7,1297,200,0.0
0.8,1269,150,0.0
0.7,1269,150,0.0
1.0,1283,150,0.0
0.9,1283,150,0.0
0.8,1283,150,0.0
0.7,1290,200,0.0
1.0,1283,200,0.0
1.0,1269,200,0.0
0.9,1430,100,0.0
0.8,1430,100,0.0
1.0,1423,100,0.0
0.9,1423,100,0.0
0.8,1423,100,0.0
1.0,1374,25,0.0
0.9,1374,25,0.0
0.9,1402,200,0.0
0.8,1402,200,0.0
0.7,1402,200,0.0
1.0,1395,200,0.0
0.9,1395,200,0.0
0.8,1395,200,0.0
1.0,1388,200,0.0
0.9,1388,200,0.0
1.0,1409,200,0.0
0.9,1409,200,0.0
0.8,1409,200,0.0
0.9,1276,50,0.0
1.0,1430,100,0.0
0.8,1297,150,0.0
0.7,1297,150,0.0
1.0,1290,150,0.0
0.9,1290,150,0.0
0.8,1290,150,0.0
0.7,1290,150,0.0
0.8,1262,200,0.0
1.0,1276,200,0.0
0.9,1276,200,0.0
0.8,1276,200,0.0
0.7,1276,200,0.0
1.0,1423,200,0.0
0.9,1423,200,0.0
1.0,1409,100,0.0
0.9,1409,100,0.0
0.8,1409,100,0.0
1.0,1402,200,0.0
0.8,1374,25,0.0
0.7,1374,25,0.0
1.0,1367,25,0.0
0.9,1367,25,0.0
0.8,1367,25,0.0
0.9,1416,100,0.0
0.8,1416,100,0.0
1.0,1283,50,0.0
0.9,1283,50,0.0
0.8,1283,50,0.0
0.8,1423,200,0.0
0.7,1423,200,0.0
1.0,1234,250,0.0
0.9,1234,250,0.0
0.8,1234,250,0.0
0.7,1234,250,0.0
1.0,1437,200,0.0
0.9,1437,200,0.0
0.8,1437,200,0.0
0.7,1437,200,0.0
1.0,1276,50,0.0
1.0,1416,200,0.0
1.0,1430,200,0.0
0.9,1430,200,0.0
0.8,1430,200,0.0
0.7,1430,200,0.0
0.8,1416,25,0.0
0.7,1416,25,0.0
1.0,1409,25,0.0
0.9,1409,25,0.0
0.8,1409,25,0.0
1.0,1311,150,0.0
0.9,1311,150,0.0
0.9,1395,100,0.0
0.8,1395,100,0.0
1.0,1388,100,0.0
0.9,1388,100,0.0
0.8,1388,100,0.0
1.0,1402,100,0.0
0.9,1402,100,0.0
0.8,1402,100,0.0
0.7,1402,100,0.0
0.7,1269,250,0.0
1.0,1248,250,0.0
0.9,1248,250,0.0
0.8,1248,250,0.0
0.7,1248,250,0.0
1.0,1241,250,0.0
0.9,1241,250,0.0
1.0,1395,100,0.0
0.9,1269,200,0.0
0.8,1269,200,0.0
0.7,1269,200,0.0
1.0,1290,200,0.0
0.9,1290,200,0.0
0.8,1290,200,0.0
1.0,1416,25,0.0
0.9,1416,25,0.0
0.7,1381,100,0.0
1.0,1374,100,0.0
0.9,1374,100,0.0
0.8,1374,100,0.0
0.8,1241,250,0.0
0.7,1241,250,0.0
0.8,1255,250,0.0
0.7,1255,250,0.0
1.0,1360,25,0.0
0.9,1360,25,0.0
0.8,1360,25,0.0
0.7,1360,25,0.0
1.0,1353,25,0.0
0.9,1353,25,0.0
0.8,1353,25,0.0
0.8,1269,250,0.0
0.8,1255,200,0.0
0.8,1276,250,0.0
0.7,1276,250,0.0
1.0,1269,250,0.0
0.9,1269,250,0.0
0.8,1290,250,0.0
0.7,1290,250,0.0
1.0,1262,250,0.0
0.9,1262,250,0.0
0.8,1262,250,0.0
0.7,1262,250,0.0
0.9,1367,100,0.0
0.8,1367,100,0.0
1.0,1381,100,0.0
0.9,1381,100,0.0
0.8,1381,100,0.0
0.9,1283,250,0.0
0.8,1283,250,0.0
0.7,1283,250,0.0
1.0,1276,250,0.0
0.9,1276,250,0.0
0.8,1311,150,0.0
0.7,1311,150,0.0
1.0,1304,150,0.0
0.9,1304,150,0.0
0.8,1304,150,0.0
0.7,1304,150,0.0
0.9,1234,200,0.0
0.8,1234,200,0.0
0.7,1262,200,0.0
1.0,1255,200,0.0
0.9,1255,200,0.0
0.8,1360,100,0.0
1.0,1346,25,0.0
0.9,1346,25,0.0
0.8,1346,25,0.0
0.9,1353,100,0.0
0.8,1353,100,0.0
1.0,1297,50,0.0
0.9,1297,50,0.0
0.8,1297,50,0.0
1.0,1290,50,0.0
0.9,1290,50,0.0
0.8,1290,50,0.0
1.0,1367,100,0.0
0.7,1374,100,0.0
1.0,1255,250,0.0
0.9,1255,250,0.0
0.8,1311,250,0.0
0.7,1311,250,0.0
1.0,1304,250,0.0
0.9,1304,250,0.0
1.0,1339,25,0.0
1.0,1283,250,0.0
0.8,1304,250,0.0
0.7,1304,250,0.0
1.0,1297,250,0.0
0.9,1297,250,0.0
0.8,1297,250,0.0
0.7,1297,250,0.0
0.8,1339,100,0.0
0.7,1339,100,0.0
1.0,1360,100,0.0
0.9,1360,100,0.0
0.8,1332,25,0.0
1.0,1346,100,0.0
0.9,1346,100,0.0
0.8,1346,100,0.0
0.7,1346,100,0.0
1.0,1339,100,0.0
0.9,1339,100,0.0
0.7,1360,100,0.0
1.0,1353,100,0.0
1.0,1290,250,0.0
0.9,1290,250,0.0
0.9,1318,250,0.0
0.8,1318,250,0.0
0.7,1318,250,0.0
1.0,1311,250,0.0
0.9,1311,250,0.0
0.8,1430,150,0.0
0.7,1248,200,0.0
1.0,1241,200,0.0
0.9,1241,200,0.0
0.8,1241,200,0.0
0.7,1241,200,0.0
1.0,1318,100,0.0
0.9,1318,100,0.0
1.0,1304,50,0.0
0.9,1304,50,0.0
0.8,1304,50,0.0
0.9,1339,25,0.0
0.8,1339,25,0.0
0.7,1339,25,0.0
1.0,1332,25,0.0
0.9,1332,25,0.0
1.0,1318,250,0.0
0.7,1339,250,0.0
1.0,1332,250,0.0
0.9,1332,250,0.0
0.8,1332,250,0.0
0.7,1332,250,0.0
1.0,1325,250,0.0
0.9,1325,250,0.0
0.7,1255,200,0.0
1.0,1248,200,0.0
0.9,1248,200,0.0
0.8,1248,200,0.0
1.0,1262,200,0.0
0.9,1262,200,0.0
1.0,1318,150,0.0
0.9,1430,150,0.0
1.0,1353,250,0.0
0.9,1353,250,0.0
0.8,1353,250,0.0
0.8,1325,250,0.0
0.7,1325,250,0.0
0.7,1353,250,0.0
1.0,1346,250,0.0
0.9,1346,250,0.0
0.8,1346,250,0.0
0.7,1346,250,0.0
1.0,1339,250,0.0
0.9,1304,100,0.0
0.8,1304,100,0.0
1.0,1332,100,0.0
0.9,1332,100,0.0
0.8,1332,100,0.0
0.8,1318,100,0.0
0.7,1318,100,0.0
1.0,1311,100,0.0
0.9,1311,100,0.0
0.8,1311,100,0.0
0.7,1332,100,0.0
1.0,1325,100,0.0
0.9,1325,100,0.0
0.8,1325,100,0.0
0.9,1339,250,0.0
0.8,1339,250,0.0
1.0,1325,25,0.0
0.9,1325,25,0.0
0.8,1325,25,0.0
1.0,1318,25,0.0
0.9,1318,25,0.0
0.8,1437,150,0.0
0.7,1437,150,0.0
1.0,1430,150,0.0
0.9,1374,250,0.0
0.8,1374,250,0.0
0.7,1374,250,0.0
0.9,1388,250,0.0
0.8,1318,25,0.0
1.0,1367,250,0.0
0.9,1367,250,0.0
0.8,1367,250,0.0
1.0,1360,250,0.0
0.9,1360,250,0.0
0.8,1360,250,0.0
0.7,1360,250,0.0
0.7,1311,50,0.0
0.9,1311,50,0.0
0.7,1311,100,0.0
1.0,1304,100,0.0
1.0,1381,250,0.0
0.9,1381,250,0.0
0.8,1381,250,0.0
0.7,1381,250,0.0
1.0,1374,250,0.0
1.0,1234,200,0.0
0.7,1318,150,0.0
1.0,1248,50,0.0
0.9,1248,50,0.0
0.8,1248,50,0.0
0.7,1234,200,0.0
1.0,1437,150,0.0
0.9,1437,150,0.0
0.9,1395,250,0.0
0.8,1395,250,0.0
1.0,1297,100,0.0
0.9,1297,100,0.0
0.8,1297,100,0.0
1.0,1290,100,0.0
1.0,1311,25,0.0
0.9,1311,25,0.0
0.8,1311,25,0.0
0.8,1388,250,0.0
0.7,1388,250,0.0
0.7,1304,100,0.0
1.0,1318,50,0.0
0.9,1318,50,0.0
0.8,1318,50,0.0
1.0,1311,50,0.0
0.8,1423,25,0.0
0.9,1318,150,0.0
0.8,1318,150,0.0
0.9,1346,150,0.0
1.0,1409,250,0.0
0.9,1409,250,0.0
0.8,1409,250,0.0
0.7,1409,250,0.0
1.0,1430,250,0.0
0.9,1430,250,0.0
0.8,1311,50,0.0
1.0,1402,250,0.0
0.9,1402,250,0.0
0.8,1402,250,0.0
0.7,1402,250,0.0
1.0,1395,250,0.0
0.8,1290,100,0.0
0.7,1290,100,0.0
1.0,1388,250,0.0
1.0,1416,250,0.0
0.9,1416,250,0.0
0.8,1416,250,0.0
0.7,1416,250,0.0
0.9,1332,150,0.0
0.8,1332,150,0.0
0.7,1332,150,0.0
1.0,1325,150,0.0
0.9,1325,150,0.0
0.8,1325,150,0.0
0.7,1325,150,0.0
1.0,1423,25,0.0
0.9,1423,25,0.0
0.7,1269,100,0.0
1.0,1262,100,0.0
0.8,1430,250,0.0
0.7,1430,250,0.0
1.0,1423,250,0.0
0.9,1423,250,0.0
0.8,1423,250,0.0
0.7,1423,250,0.0
1.0,1283,100,0.0
0.9,1283,100,0.0
0.8,1283,100,0.0
0.7,1283,100,0.0
1.0,1276,100,0.0
0.9,1276,100,0.0
0.8,1276,100,0.0
0.9,1290,100,0.0
1.0,1437,250,0.0
0.9,1437,250,0.0
0.8,1437,250,0.0
1.0,1248,300,0.0
0.9,1248,300,0.0
1.0,1304,25,0.0
0.9,1304,25,0.0
0.8,1304,25,0.0
1.0,1297,25,0.0
0.9,1297,25,0.0
0.8,1297,25,0.0
0.7,1297,25,0.0
0.7,1255,100,0.0
1.0,1269,100,0.0
0.9,1269,100,0.0
0.8,1269,100,0.0
0.7,1423,150,0.0
1.0,1416,150,0.0
0.9,1416,150,0.0
1.0,1325,50,0.0
0.9,1325,50,0.0
0.8,1325,50,0.0
1.0,1255,100,0.0
0.9,1255,100,0.0
0.8,1255,100,0.0
0.9,1262,100,0.0
0.8,1262,100,0.0
0.7,1262,100,0.0
1.0,1234,300,0.0
0.9,1234,300,0.0
0.8,1234,300,0.0
0.7,1234,300,0.0
0.7,1248,300,0.0
1.0,1241,300,0.0
0.9,1241,300,0.0
0.8,1241,300,0.0
0.8,1332,50,0.0
0.8,1346,150,0.0
0.7,1346,150,0.0
1.0,1339,150,0.0
0.9,1339,150,0.0
0.8,1339,150,0.0
0.7,1339,150,0.0
1.0,1395,150,0.0
0.9,1395,150,0.0
1.0,1423,150,0.0
0.9,1423,150,0.0
0.8,1423,150,0.0
0.7,1241,100,0.0
1.0,1283,300,0.0
0.7,1241,300,0.0
1.0,1290,25,0.0
0.9,1290,25,0.0
0.8,1290,25,0.0
0.7,1290,25,0.0
1.0,1255,300,0.0
0.9,1255,300,0.0
0.8,1255,300,0.0
0.7,1255,300,0.0
1.0,1269,300,0.0
0.9,1269,300,0.0
0.8,1269,300,0.0
0.7,1269,300,0.0
0.8,1248,300,0.0
1.0,1234,100,0.0
0.9,1234,100,0.0
0.8,1234,100,0.0
0.7,1234,100,0.0
1.0,1437,50,0.0
1.0,1262,300,0.0
0.9,1262,300,0.0
0.8,1262,300,0.0
0.7,1262,300,0.0
1.0,1248,100,0.0
0.9,1248,100,0.0
0.8,1248,100,0.0
0.7,1248,100,0.0
1.0,1241,100,0.0
0.9,1241,100,0.0
0.8,1241,100,0.0
1.0,1332,150,0.0
1.0,1241,50,0.0
0.9,1241,50,0.0
0.9,1290,300,0.0
0.8,1290,300,0.0
0.7,1290,300,0.0
0.8,1304,300,0.0
0.7,1304,300,0.0
0.9,1283,300,0.0
0.8,1283,300,0.0
0.7,1283,300,0.0
1.0,1276,300,0.0
0.9,1276,300,0.0
0.8,1276,300,0.0
0.7,1276,300,0.0
1.0,1430,50,0.0
1.0,1332,50,0.0
0.9,1437,50,0.0
0.8,1437,50,0.0
1.0,1297,300,0.0
0.9,1297,300,0.0
0.8,1297,300,0.0
0.7,1297,300,0.0
1.0,1290,300,0.0
0.8,1416,150,0.0
1.0,1409,150,0.0
0.9,1409,150,0.0
0.8,1430,25,0.0
1.0,1402,150,0.0
0.9,1402,150,0.0
0.8,1402,150,0.0
0.7,1402,150,0.0
0.8,1402,50,0.0
0.9,1430,50,0.0
0.8,1430,50,0.0
1.0,1423,50,0.0
1.0,1283,25,0.0
0.9,1283,25,0.0
0.8,1283,25,0.0
1.0,1276,25,0.0
0.9,1276,25,0.0
0.8,1276,25,0.0
1.0,1416,50,0.0
0.9,1416,50,0.0
1.0,1339,50,0.0
0.9,1339,50,0.0
0.8,1339,50,0.0
0.7,1339,50,0.0
1.0,1437,25,0.0
0.9,1437,25,0.0
1.0,1325,300,0.0
0.9,1325,300,0.0
0.8,1325,300,0.0
0.7,1325,300,0.0
0.8,1416,50,0.0
0.9,1332,50,0.0
0.9,1318,300,0.0
0.8,1318,300,0.0
0.7,1318,300,0.0
1.0,1311,300,0.0
0.9,1311,300,0.0
0.8,1311,300,0.0
0.7,1311,300,0.0
0.9,1402,50,0.0
1.0,1304,300,0.0
0.9,1304,300,0.0
1.0,1332,300,0.0
0.9,1332,300,0.0
0.8,1332,300,0.0
0.7,1332,300,0.0
0.8,1241,50,0.0
0.7,1241,50,0.0
1.0,1234,50,0.0
0.9,1234,50,0.0
0.8,1234,50,0.0
0.7,1234,50,0.0
1.0,1353,150,0.0
0.9,1353,150,0.0
0.8,1353,150,0.0
0.8,1395,150,0.0
0.8,1346,50,0.0
0.7,1346,50,0.0
1.0,1409,50,0.0
0.9,1409,50,0.0
0.8,1409,50,0.0
1.0,1402,50,0.0
1.0,1318,300,0.0
1.0,1269,25,0.0
0.9,1269,25,0.0
0.8,1269,25,0.0
0.7,1269,25,0.0
1.0,1262,25,0.0
0.9,1262,25,0.0
1.0,1346,300,0.0
0.9,1423,50,0.0
0.8,1423,50,0.0
0.9,1353,300,0.0
1.0,1395,50,0.0
0.9,1395,50,0.0
0.8,1395,50,0.0
1.0,1388,50,0.0
0.9,1346,300,0.0
0.8,1346,300,0.0
0.7,1346,300,0.0
1.0,1339,300,0.0
0.9,1339,300,0.0
0.7,1402,50,0.0
1.0,1353,50,0.0
0.9,1353,50,0.0
0.8,1353,50,0.0
1.0,1346,50,0.0
0.9,1346,50,0.0
0.7,1339,300,0.0
1.0,1360,300,0.0
0.9,1360,300,0.0
0.8,1360,300,0.0
0.7,1360,300,0.0
0.8,1437,25,0.0
1.0,1430,25,0.0
0.9,1430,25,0.0
0.8,1409,150,0.0
1.0,1388,150,0.0
0.9,1388,150,0.0
0.8,1388,150,0.0
1.0,1381,150,0.0
0.9,1381,150,0.0
0.8,1381,150,0.0
1.0,1353,300,0.0
0.8,1381,50,0.0
1.0,1374,50,0.0
0.9,1374,50,0.0
0.9,1388,50,0.0
0.8,1388,50,0.0
0.8,1353,300,0.0
0.7,1353,300,0.0
0.8,1262,25,0.0
1.0,1255,25,0.0
0.9,1255,25,0.0
0.8,1255,25,0.0
0.7,1255,25,0.0
1.0,1367,300,0.0
0.9,1367,300,0.0
0.8,1367,300,0.0
0.8,1339,300,0.0
1.0,1388,300,0.0
0.9,1388,300,0.0
0.8,1388,300,0.0
0.7,1388,300,0.0
1.0,1409,300,0.0
0.9,1409,300,0.0
1.0,1381,300,0.0
0.9,1381,300,0.0
0.8,1381,300,0.0
0.7,1381,300,0.0
1.0,1374,300,0.0
0.9,1374,300,0.0
0.8,1374,300,0.0
0.7,1374,300,0.0
1.0,1381,50,0.0
0.9,1381,50,0.0
0.9,1241,25,0.0
0.9,1430,300,0.0
0.8,1430,300,0.0
0.7,1430,300,0.0
1.0,1234,25,0.0
0.8,1234,25,0.0
1.0,1248,25,0.0
1.0,1374,150,0.0
0.9,1374,150,0.0
0.8,1423,300,0.0
0.7,1423,300,0.0
1.0,1416,300,0.0
0.9,1416,300,0.0
1.0,1437,300,0.0
0.8,1374,50,0.0
0.7,1374,50,0.0
0.8,1367,150,0.0
0.7,1360,50,0.0
0.9,1234,25,0.0
0.9,1437,300,0.0
0.8,1437,300,0.0
0.7,1437,300,0.0
1.0,1423,300,0.0
0.9,1423,300,0.0
0.9,1367,50,0.0
0.8,1367,50,0.0
1.0,1360,50,0.0
0.9,1360,50,0.0
0.8,1360,50,0.0
0.7,1416,300,0.0
0.8,1416,300,0.0
0.8,1241,25,0.0
